pop_id,lcname,idtype,ID,secorcamp,author,cadence,fluxamplitude
209,TIC-245874053-70-SPOC-120,TIC,245874053,70,SPOC,120,0.055593532323837236
209,TIC-245874053-71-SPOC-120,TIC,245874053,71,SPOC,120,0.05585520267486577
209,EPIC-246938594-13-EVEREST-1800,EPIC,246938594,13,EVEREST,1800,0.07247725672285976
210,TIC-245868207-43-SPOC-120,TIC,245868207,43,SPOC,120,0.029991090297698975
210,TIC-245868207-44-SPOC-120,TIC,245868207,44,SPOC,120,0.034167993068695
210,TIC-245868207-70-SPOC-120,TIC,245868207,70,SPOC,120,0.034943246841430575
210,TIC-245868207-71-SPOC-120,TIC,245868207,71,SPOC,120,0.035186171531677246
210,EPIC-246969828-13-EVEREST-1800,EPIC,246969828,13,EVEREST,1800,0.0839873588896366
211,TIC-268324578-43-SPOC-120,TIC,268324578,43,SPOC,120,0.15329929590225233
211,TIC-268324578-44-SPOC-120,TIC,268324578,44,SPOC,120,0.12267755866050711
211,TIC-268324578-70-FFI-200s,TIC,268324578,70,FFI,200s,0.015121235702103997
211,TIC-268324578-71-FFI-200s,TIC,268324578,71,FFI,200s,0.02115620261056117
211,EPIC-247794636-13-EVEREST-1800,EPIC,247794636,13,EVEREST,1800,0.13915439641013805
0,EPIC-246676629-13-K2SFF-1800,EPIC,246676629,13,K2SFF,1800,0.0834106725214212
1,EPIC-246682490-13-K2SFF-1800,EPIC,246682490,13,K2SFF,1800,0.04914673567260586
2,EPIC-247343526-13-K2SFF-1800,EPIC,247343526,13,K2SFF,1800,0.12058869766456015
3,EPIC-203354381-2-K2SFF-1800,EPIC,203354381,2,K2SFF,1800,0.16476371284016833
4,EPIC-203636498-2-K2SFF-1800,EPIC,203636498,2,K2SFF,1800,0.07379266796774542
5,EPIC-203821589-2-K2SFF-1800,EPIC,203821589,2,K2SFF,1800,0.11933042890522494
6,EPIC-203897692-2-K2SFF-1800,EPIC,203897692,2,K2SFF,1800,0.15478282661854548
7,EPIC-204060981-2-K2SFF-1800,EPIC,204060981,2,K2SFF,1800,0.05171617268230633
8,EPIC-204185983-2-K2SFF-1800,EPIC,204185983,2,K2SFF,1800,0.1394942582590073
9,EPIC-204099739-2-K2SFF-1800,EPIC,204099739,2,K2SFF,1800,0.0904469794938797
10,EPIC-205267399-2-K2SFF-1800,EPIC,205267399,2,K2SFF,1800,0.04727279498643666
11,EPIC-203050730-2-K2SFF-1800,EPIC,203050730,2,K2SFF,1800,0.02390150069323571
12,EPIC-203185083-2-K2SFF-1800,EPIC,203185083,2,K2SFF,1800,0.11883621620126361
13,EPIC-203534383-2-K2SFF-1800,EPIC,203534383,2,K2SFF,1800,0.038640147884326015
14,EPIC-203462615-2-K2SFF-1800,EPIC,203462615,2,K2SFF,1800,0.06789149306096587
15,EPIC-204066898-2-K2SFF-1800,EPIC,204066898,2,K2SFF,1800,0.04573572742284826
15,EPIC-204066898-15-K2SFF-1800,EPIC,204066898,15,K2SFF,1800,0.13226341864316193
16,EPIC-204117263-2-K2SFF-1800,EPIC,204117263,2,K2SFF,1800,0.0694364981421497
17,EPIC-204367193-2-K2SFF-1800,EPIC,204367193,2,K2SFF,1800,0.119295297177484
18,EPIC-205110559-2-K2SFF-1800,EPIC,205110559,2,K2SFF,1800,0.040588928870181284
19,EPIC-204918279-2-K2SFF-1800,EPIC,204918279,2,K2SFF,1800,0.01735832045635477
20,EPIC-204897050-2-K2SFF-1800,EPIC,204897050,2,K2SFF,1800,0.08660237900498435
70,EPIC-211013604-4-K2SFF-1800,EPIC,211013604,4,K2SFF,1800,0.07552909069564184
71,EPIC-211016654-4-K2SFF-1800,EPIC,211016654,4,K2SFF,1800,0.03600329366770483
72,EPIC-211047687-4-K2SFF-1800,EPIC,211047687,4,K2SFF,1800,0.024289459604687758
73,EPIC-211057712-4-K2SFF-1800,EPIC,211057712,4,K2SFF,1800,0.017824459704201878
74,EPIC-211070495-4-K2SFF-1800,EPIC,211070495,4,K2SFF,1800,0.06747126581468799
116,EPIC-202724025-2-K2SFF-1800,EPIC,202724025,2,K2SFF,1800,0.04079766342665647
129,EPIC-204364515-2-K2SFF-1800,EPIC,204364515,2,K2SFF,1800,0.04312104304170605
129,EPIC-204364515-15-K2SFF-1800,EPIC,204364515,15,K2SFF,1800,0.03327171924401928
130,EPIC-203849738-2-K2SFF-1800,EPIC,203849738,2,K2SFF,1800,0.04072827816449365
131,EPIC-203692610-2-K2SFF-1800,EPIC,203692610,2,K2SFF,1800,0.04326989970548656
132,EPIC-205374937-2-K2SFF-1800,EPIC,205374937,2,K2SFF,1800,0.08843727790606348
133,EPIC-202873945-2-K2SFF-1800,EPIC,202873945,2,K2SFF,1800,0.07695579976787426
134,EPIC-204296148-2-K2SFF-1800,EPIC,204296148,2,K2SFF,1800,0.04130557612614072
135,EPIC-203962559-2-K2SFF-1800,EPIC,203962559,2,K2SFF,1800,0.08756561359670612
136,EPIC-203927435-2-K2SFF-1800,EPIC,203927435,2,K2SFF,1800,0.0505436045636416
137,EPIC-205024957-2-K2SFF-1800,EPIC,205024957,2,K2SFF,1800,0.053784495297479196
138,EPIC-205046529-2-K2SFF-1800,EPIC,205046529,2,K2SFF,1800,0.03472076379755218
139,EPIC-204143627-2-K2SFF-1800,EPIC,204143627,2,K2SFF,1800,0.04579934752902681
140,EPIC-205483258-2-K2SFF-1800,EPIC,205483258,2,K2SFF,1800,0.20710036606961146
141,EPIC-204882444-2-K2SFF-1800,EPIC,204882444,2,K2SFF,1800,0.09672103938308474
142,EPIC-204787516-2-K2SFF-1800,EPIC,204787516,2,K2SFF,1800,0.15221778963621946
143,EPIC-204270520-2-K2SFF-1800,EPIC,204270520,2,K2SFF,1800,0.05667922451897234
143,EPIC-204270520-15-K2SFF-1800,EPIC,204270520,15,K2SFF,1800,0.0762754244500462
144,EPIC-204783273-2-K2SFF-1800,EPIC,204783273,2,K2SFF,1800,0.022108910313123342
145,EPIC-203645396-2-K2SFF-1800,EPIC,203645396,2,K2SFF,1800,0.04021037448981957
146,EPIC-204082531-2-K2SFF-1800,EPIC,204082531,2,K2SFF,1800,0.04118569548487194
147,EPIC-204321142-2-K2SFF-1800,EPIC,204321142,2,K2SFF,1800,0.10332156426549566
148,EPIC-203956650-2-K2SFF-1800,EPIC,203956650,2,K2SFF,1800,0.06507062439866051
149,EPIC-202687442-2-K2SFF-1800,EPIC,202687442,2,K2SFF,1800,0.7990559545755939
150,EPIC-204884822-2-K2SFF-1800,EPIC,204884822,2,K2SFF,1800,0.017157130518433594
200,EPIC-248131102-13-K2SFF-1800,EPIC,248131102,13,K2SFF,1800,0.04777294176533298
201,EPIC-60019763-1-K2SFF-1800,EPIC,60019763,1,K2SFF,1800,
208,EPIC-246776923-13-K2SFF-1800,EPIC,246776923,13,K2SFF,1800,0.059540498698595234
209,EPIC-246938594-13-K2SFF-1800,EPIC,246938594,13,K2SFF,1800,0.03077466792507444
210,EPIC-246969828-13-K2SFF-1800,EPIC,246969828,13,K2SFF,1800,0.08923478393548623
211,EPIC-247794636-13-K2SFF-1800,EPIC,247794636,13,K2SFF,1800,0.23086623779204363
